"question","answer"
" راهکار پیشنهادی پیوست به شرکت‌های پیمانکاری ساختمانی در حوزه مالی چیست؟ " , "􈠠در شرکت‌های پیمانکاری ساختمانی، محاسبه بهای تمام شده پروژه‌ها و در نهایت محاسبه سود و زیان هر پروژه اهمیت خاصی دارد. اگر این محاسبه دقت مناسبی داشته باشد، می‌تواند مبنای مقایسه پروژه‌های مختلف و مشخص کردن نقاط ضعف انجام کار و همچنین راهگشای ارائه پیشنهاد قیمت برای پروژه‌های بعدی در مناقصات این شرکتها باشد. در محاسبه بهای تمام شده باید در نظر بگیریم که: بهای تمام شده پروژه = مواد مصرفی+ حقوق و دستمزد + سربار بنابراین باید ساختار پروژه را به بخش‌های مختلف آن تقسیم کنیم و با جذب هزینه در بخش‌های مختلف آن، بهای تمام شده آن را به دست آوریم. مثلا در یک پروژه سدسازی: بخش‌های مختلف از مطالعات اولیه،خاکبرداری، بتن‌ریزی، تاسیسات برقی، تاسیسات آبی و ... باید جداگانه تعریف شوند. نرم‌افزارهای لازم در این قسمت عبارتند از: نرم‌افزار حسابداری که باید در آن تعریف پروژه‌ها و ساختار درختی آن را در یک لایه تفصیلی شناور انجام دهید، پیمانکاران و افراد درگیر در پروژه‌ها در لایه دیگر تفصیلی تعریف شوند و همچنین مراکز هزینه مختلف شرکت را در ساختار سوم تفصیلی پیاده سازی کنید. (بنابراین نسخه استاندارد حسابداری پیوست را نیاز خواهید داشت) هزینه‌های مختلف در این قسمت به صورت مستقیم می‌توانند به پروژه‌ها وصل شوند و یا در پایان دوره، به صورت تسهیم هزینه روی پروژه‌ها (جذب سربار) جذب آنها شوند. نرم‌افزار انبار برای نگهداری مواد و مصالح مصرفی در پروژه به تفکیک بخش‌های مختلف پروژه که با عملیات خروج کالا به حساب پروژه ، جذب بهای تمام شده مواد و مصالح مصرفی را خواهند داشت (نرم‌افزار انبار نسخه استاندارد) نرم‌افزار حقوق و دستمزد که حقوق پرسنل درگیر در پروژه‌های مختلف را به تفکیک پروژه‌ها محاسبه کرده و در سیستم حسابداری سند خواهد زد و افرادی که غیر مستقیم در پروژه‌ها درگیر هستند را به تفکیک مراکز هزینه سند می‌زند که بنا بر تسهیم هزینه به عنوان سربار (حقوق و دستمزد غیرمستقیم) در پایان دوره در بهای تمام شده پروژه‌ها جذب خواهند شد. در صورتی که درآمدهای هر پروژه نیز به آن حساب تفصیلی وصل شود، از اختلاف هزینه‌های بدهکار، درآمد بستانکار، سود و زیان هر پروژه به دست خواهد آمد. "
" چگونه بیشترین تاثیر را در مذاکره با خریدار به صورت تلفنی داشته باشیم؟ " , "􈠠برای تاثیرگذاری در مذاکره باید به چند نکته دقت کنیم: گوش کردن به نیاز خریدار و انجام ندادن چند کار با هم: هنگامی که خریداران نیاز خود را مطرح می‌کنند، باید به آنها گوش کنیم، نیازشان را به دقت بشنویم، سوالات تکمیلی برای شناخت دقیق‌تر بپرسیم و بعد پاسخ دهیم و راهکار ارائه دهیم. باید تمرکز کافی داشته باشیم و از انجام چند کار مختلف با هم در هنگام گوش دادن بپرهیزیم و از نکات یادداشت برداریم.توجه خاص و کامل و اختصاص وقت کافی برای هر خریدار: مطالعه این که زمینه کاری شرکت خریدار چیست، رقبا و همکارانشان چه کسانی هستند و کدامیک از آنها از نرم‌افزارهای ما استفاده می‌کنند، پیوست چه راهکار ویژه و تجربه خاصی در صنعت آنها دارد، از عواملی است که باعث می‌شود در هنگام مذاکره با خریدار از داشتن اطلاعات به عنوان مزیت ویژه استفاده کنیم. بنابراین اگر در مذاکره اولیه این اطلاعات را نداشتیم، قبل از تماس مجدد با خریدار احتمالی باید این موارد را به دست آورده و بعد تماس بگیریم. ارائه محصول با دانش کارشناسی حرفه‌ای: خریداران روز به روز بیشتر به دنبال شرکت‌های حرفه‌ای‌تر برای دریافت خدمت می‌گردند و می‌خواهند براساس مشاوره‌ای که دریافت می‌کنند نسبت به خرید اقدام کنند. بنابراین ضروری است در مورد راهکاری که می‌خواهیم به خریدار ارائه دهیم مطالعه کاملی انجام دهیم، مزایا و برتری‌های نرم‌افزارهای پیوست را در این زمینه بدانیم و بر این اساس به خریدار مشاوره دهیم، با این کار اعتماد خریدار را نسبت به خود، محصول و شرکت ارائه دهنده محصول جلب می‌کنیم. بنابراین محصول خود را نیز باید بشناسیم تا بتوانیم آن را با اعتماد به نفس واقعی عرضه کنیم.محصول خود را بشناسیم و آن را با افتخار عرضه کنیم: اگر محصول عرضه شده را محصولی باارزش و فروش خود را خدمتی به شرکت خریدار بدانیم، اگر احساس کنیم که استفاده از نرم‌افزارهای پیوست باعث افزایش بهره‌وری، سرعت انجام کار، محاسبات دقیق‌تر و ... در سازمان خریدار می‌شود، می‌توانیم این موضوع را با صداقت کامل به خریدار منتقل کنیم. فقط این کار در صورتی درست خواهد بود که با مطالعه کامل و با صداقت انجام شود. زیرا خریدار می‌تواند تفاوت تبلیغات دروغ یک فروشنده یا صداقت یک مشاور را احساس کند.دروغگویی و تبلیغات دروغین انجام ندهیم: هر چقدر دروغگوی حرفه‌ای باشید باز در هنگام انتقال مطلب دروغین یا نادرست، به خریدار، انرژی خوبی منتقل نخواهید کرد و یک خریدار هیچ‌گاه به یک دروغگو (که به راحتی هم مشخص می‌شود) اعتماد نکرده و خرید نخواهد کرد. برای سنجش اطلاعات فروشنده، خریدار ممکن است سوالاتی بپرسد که پاسخ دقیق آن را بداند و صداقت فروشنده را امتحان نماید، در پاسخ به سوالاتی که نمی‌دانید حرفه‌ای‌تر این است که به جای پاسخ‌های حدسی یا احساسی (پاسخ دقیق را نمی‌دانم، اجازه دهید بپرسم) را به خریدار بگویید و بعد از پرسیدن، پاسخ را به خریدار ارائه داده یا پاسخ به خریدار را به کارشناس یا مدیر ارشد (اسکلیشن) محول نمایید. (این موضوع احساس مهم بودن به خریدار می‌دهد و تاثیر مثبتی دارد)در مقابل مقایسه با رقبا محتاط باشید و حرفه‌ای عمل کنید: با توجه به این که نقش یک کارشناس حرفه‌ای را در یک شرکت بزرگ ایفا می‌کنید، باید به رقبای کوچک و بزرگ شرکت خود احترام بگذارید، حتی اگر به شما اعلام شد که شرکت رقیب به شرکت یا محصول شما توهین کرده، ضمن ارائه نظرات و پیشنهادات دفاعی در مورد محصول، خدمات فنی و پشتیبانی برتر محصول خود را باید اعلام کنید. کارشناسان شرکت پیوست به عنوان یک شرکت حرفه‌ای و بزرگ فعال در حوزه نرم‌افزار باید به رقبا و همکاران خود احترام بگذارند و زمینه رقابت را تنها در ارائه خدمات بهتر و محصول برتر و جلب رضایت خریداران می‌بینند و به عنوان یک شرکت حرفه‌ای به رقبای خود چه کوچک و چه بزرگ حمله یا توهین نمی‌کنند. "
" چرا در هنگام مذاکره باید بر مزایای محصولات به جای امکانات آن‌ها تکیه کنیم؟ " , "􈢠باید در نظر داشته باشیم که خریداران نیازی دارند. باید در ابتدا آن نیاز را بشناسیم، نیاز را از دریچه چشم خریدار احساس و بررسی کنیم. محصولاتمان را بررسی کنیم و در هنگام پاسخ ابتدا مزیتی که به خریدار با استفاده از محصول ارائه می‌دهیم و بعد امکانات محصولمان در آن حوزه را اعلام کنیم. برتری‌های ما در هر محصول بنا بر نیاز خریداران تغییر اولویت پیدا می‌کند. خریداران، نرم افزارهای پیوست را به خاطر امکانات آن‌ها خریداری نمی‌کنند بلکه به خاطر مزیت‌هایی که استفاده از نرم افزار برایشان ایجاد خواهد کرد به سمت خرید آن می‌روند. مثلا برای یک شرکت خصوصی که دو دفتر واقعی و قانونی دارد، چند شرکته بودن نرم افزار حسابداری و قابلیت انتقال اطلاعات سریع به شرکت دوم بسیار مهم است. درحالیکه برای یک شرکت دولتی یا شرکتی که فقط دفاتر واقعی را نگهداری می‌کند این ابزار اهمیت خاصی ندارد. "
" DCC چیست و ارتباط آن با سیستم مدیریت اسناد ( آرشیو) چگونه است ؟ " , "􈠠یکی از بخش‌هایی که طی سال‌های اخیر در شرکت‌های نفت و گاز و پتروشیمی ، فولاد و... مورد توجه زیادی قرار گرفته است، بخشی تحت عنوان DCC و یا مرکز کنترل اسناد و مدارک پروژه است. امروزه برای تمامی پروژه‌ها وجود چنین بخشی حائز اهمیت بوده و روز به روز نقش و اهمیت این بخش در پروژه‌ها پررنگ‌تر می‌شود، چرا که در حقیقت واحد DCC کلیه مراحل چرخه تولید مدارک مهندسی پروژه را از آغاز طراحی تا نهایی شدن و بایگانی آن را ثبت و نظارت می‌کند. سیستم مدیریت اسناد و یا آرشیو قابلیت تولید سند، تعریف مشخصه‌های اطلاعاتی، تعریف مشخصه‌های کنترلی و ایجاد گردش و سوابق را در مجموعه‌ای یکپارچه پدید می‌آورد که شرکت‌های مطرح شده فوق به راحتی می‌توانند چارچوبی ایجاد کنند که مجموعه اهداف استقرار واحد DCC را میسر و بصورت کاملاً مکانیزه و با حذف چرخه‌ی کاغذی اسناد را در دسترس قرار دهد. 🟤 نکته : قابل ذکر است که در حال حاضر قابلیت تولید خودکار فایل‌های ترانسمیتال، کامنت شیت، Reply Sheet در سیستم فعلی پیوست وجود ندارد . "
" خریدار در تماس اولیه اطلاعاتی از مجموعه ارائه نمی دهد. راهکار چیست؟ " , "􈢠گاهی در تماس‌های اولیه خریداران دریافت اطلاعات دشوار و یا غیرممکن می‌شود و خریدار تمایلی به ارائه اطلاعات حتی در حداقلی‌ترین حالت ممکن ندارد. در این حالت موارد پیشنهادی به عنوان راهکار جهت دریافت اطلاعات توصیه می‌شود و می‌توانید از اینگونه گفتگوها برای ترغیب خریدار بهره بگیرد: 1- امکان ارائه اطلاعات کاملتر که بتواند مورد استفاده شما قرار بگیرد نتیجه دریافت اطلاعات اولیه از مجموعه‌ی شماست و طبیعتا در ارائه پیشنهادهای نرم افزاری، سخت افزاری و ریالی مورد استفاده کامل قرار می‌گیرد. موقعیت مکانی، ابعاد مجموعه، تعداد پرسنل، شماره تماس مستقیم، تعداد دفاتر و غیره همگی از مواردی است که به استناد شما ما نیز راهنمایی بهتری به شما خواهیم کرد. 2- سیاست‌های کلی پیوست عدم ارائه هرگونه پیشنهاد ریالی بدون کسب اطلاعات اولیه است، این موضوع صرفا به دلیل تنوع محصولات، ویژگی‌های محصول و ابعاد قابل استفاده آن‌هاست و حمل بر عدم اطمینان به تماس گیرنده نیست. 3- اطلاعات اولیه مانند نام شرکت و شماره تماس به جهت ارائه هوشمندانه اطلاعاتی مانند شرکت‌های همکار و محصولات مرتبط به شماست. 4- ارائه اطلاعات اولیه به مثابه آغاز اطمینان دوطرفه برای به ثمر رساندن آن است و بهتر است که این مهم یکی از تصمیمات اولیه شما باشد. 5- سیاست پیوست در ارائه هرگونه اطلاعات به اشخاص حقیقی منوط به دریافت اطلاعات جامع است. "
" فروشنده موفق و حرفه‌ای کیست؟ " , "􈠠نکات مرتبط با یک فروشنده موفق و حرفه‌ای به شرح زیر است: 1- مشتری را با گفتن یک جمله مثبت واقعی تحت تاثیر قرار دهید. مثلاً اگر به موقع شما را پذیرفته است، به خاطر دقیق بودن به ایشان تبریک بگویید یا اگر منشی شایسته‌ای دارد، این را به ایشان بگویید. می‌توانید این طور شروع کنید: "قبل از اینکه وارد مذاکره بشویم به من اجازه بدهید بابت دقت نظری که در انتخاب مسئول دفتر داشته‌اید به شما تبریک بگویم. حتماً این نکته را می‌دانید که مسئول دفتر، آینه عملکرد مدیریت است که این طور با دقت عمل کرده‌اید" اما اگر تعریف واقعیت نداشته باشد، جنبه چاپلوسی پیدا می‌کند و در آن صورت ممکن است به مشتری بربخورد. 2- نزد مشتری از خوردن مایعات خودداری کنید، بهتر است بگویید ممنونم، میل ندارم، چون اگر دست شما اندکی بلرزد ممکن است با برداشت خوبی از سوی مخاطب همراه نباشد و بدتر از آن حالتی است که مایعات روی میز یا وسایل کار ریخته شود. 3- در مذاکرات، حرفه‌ای عمل کنید، فنون مذاکره را با دقت مطالعه کنید و آن‌ها را به کار بندید.  4- از صحبت‌های نامفهوم بپرهیزید، خود را با مشتری هماهنگ کنید. نیازهای مشتری را بشناسید و مشکلات او را بیابید. مزایای محصولات را بشمارید و این مزایا را با نیازها و خواست مشتری پیوند دهید. پس لازم است دقیقا مشتریانتان را بشناسید. به آن‌ها نشان دهید که چگونه محصول شما می‌تواند برای آن‌ها مفید باشد و منافعی را نصیب آن‌ها کند. یادتان باشد مشتریان منافع و فواید محصولات را می‌خرند و نه ویژگی‌های آن‌ها را، پس در توضیح‌هایتان ویژگی‌های محصول را به مزایا و منفعت‌هایی که برای مشتری دارند، ربط دهید. 5- نزد مشتری از رقبا بدگویی نکنید، چون مشتری حرف شما را قبول نخواهد کرد. او می‌داند که انگیزه شما چیست و ممکن است تصور کند چون رقیب شما پیشرفت کرده است، حسادت می‌کنید. به علاوه بعضی از مواقع، خودتان مشتریان را نسبت به رقبا حساس می‌کنید که در مورد آن‌ها هم اطلاعاتی جمع آوری کنند و شاید شما رقبا را به مشتریان معرفی کنید و این آشنایی به معامله منجر شود. این یکی از هدایایی است که شما به رقبایتان می‌دهید. استراتژی خود را با جمع‌آوری اطلاعات رقبا تدوین کنید. 6- فروشندگان خوب از شرکتشان به نیکی یاد می‌کنند. هیچوقت از محیط کارتان نزد دیگران، خصوصا مشتری بدگویی نکنید، بلکه چنان برخورد کنید کـــه در بهترین شرکت دنیا کار می‌کنید. اگر چنین نیست علت‌ها را بررسی کنید و به کمک مدیران و سایر همکاران آنجا را بسازید. بیشترین زمان عمر شما در محل کارتان می‌گذرد، بدگویی کردن از شرکت جایز نیست و بدتر از آن بدگویی کردن از مدیریت شرکت است. در این حالت، مشتری احساس می‌کند خانواده کاری شما بنیانی ندارد و با این برداشت احتمال سفارش دادن محصول کم می‌شود. فروشندگان موفق هیچوقت به مشتری دروغ نمی‌گویند، حتی دروغ‌های سفید. "
" فروش پیگیر چیست و مراحل آن چگونه است؟ " , "􈢠چیت وود در کتاب «فروش حرفه‌ای» فروش پیگیر را طی هفت مرحله مطرح می‌کند که عبارتند از: مرحله نزدیکی (تاثیر مثبت گذاشتن در مشتری)؛مرحله صلاحیت و شایستگی (که هدف ارزیابی مشتری، کشف مشکلات و نیازهای مشتری است)؛مرحله توافق در مورد نیاز (مرور اطلاعات دریافتی از مشتری و هماهنگی بین فروشنده و مشتری)؛مرحله فروش کمپانی (جا انداختن صلاحیت و صداقت شرکت در ذهن مشتری)؛مرحله برآورده کردن نیاز (ربط ویژگی‌های محصول با مزایا و منافع مشتری)؛مرحله گرفتن تعهد (مرحله خاتمه فروش)؛مرحله تثبیت فروش (تداوم رابطه با مشتری برای دوران بلندمدت). فروشندگان حرفه‌ای موفقیت‌ها و شکست‌هایشان را تجزیه و تحلیل می‌‎کنند. تجزیه و تحلیل دقیق موفقیت‌ها و شکست‌ها باعث شناسایی نقاط قوت و ضعف خواهد شد. "
" RFID چیست؟ " , "􈢠RFID یا Radio-frequency identification روش انتقال اطلاعات از طریق امواج رادیویی میدان‌های مغناطیسی است که به طور بی‌سیم بدون تماس انجام می‌شود. RFID برای شناسایی و مدیریت بهتر اشیای مختلف مانند کالاهای داخل انبار، اموال و دارایی‌ها، تجهیزات، اشخاص و... مورد استفاده قرار می‌گیرد. هدف این روش، شناسایی خودکار اشیا از طریق تگ‌های متصل شده به آن‌هاست. هدف اکثر سیستم‌های شناسایی خودکار، افزایش کارایی، کاهش خطا در ورود اطلاعات و آزادسازی زمان کارکنان برای انجام کارهای مهم‌تر نظیر سرویس‌دهی بهتر به مشتریان است. RFID چگونه کار می‌کند؟ تگ و یا دستگاه فرستنده خودکار، شامل یک مدار الکترونیکی است که به شیء مورد نظری که لازم است دارای یک کد شناسایی باشد، متصل می‌گردد. زمانی که تگ نزدیک و یا در محدوده کدخوان قرار می‌گیرد، میدان مغناطیسی تولیدشده توسط کدخوان باعث فعال شدن تگ می‌گردد در ادامه تگ بطور پیوسته اقدام به ارسال داده از طریق پالس‌های رادیویی می‌کند. در نهایت داده توسط کدخوان دریافت و توسط نرم‌افزارهای مربوطه نظیر برنامه‌های ERP برگرفته شده از Enterprise Resource Planning و SCMS برگرفته شده از Supply Chain Management systems پردازش می‌گردد. RFID در موارد گوناگونی از جمله موارد زیر کاربرد دارد: کاربردهای امنیتیانبارداری و ردیابی کالامدیریت دام و گوشتکنترل ورود و خروج وسایط نقلیهمدیریت کتابخانه‌ها و کتاب‌هاتحلیل پزشکی و آزمایشگاهیکنترل دستیابیاستفاده از این فناوری در ورزش (به عنوان مثال در این خصوص می‌توان به ثبت خودکار تعداد دفعاتی که یک دونده می‌بایست طی نماید، اشاره نمود)شناسایی خودرو محدودیت‌های استفاده از این فناوری: 1. مهمترین محدودیت RFID قیمت بالای تجهیزات آن است که باعث می‌شود نتوان در همه مکان‌ها از آن استفاده کرد. 2. به دلیل کارکرد براساس امواج رادیویی نسبت به بارکد دارای برد پاسخگویی بیشتری است اما همین افزایش برد از امنیت اطلاعاتی تگ‌ها کاسته است. 3. به دلیل کارکرد براساس امواج رادیویی امکان تداخل با سایر امواج رادیویی، فلزات و مایعات وجود دارد که میزان این تداخل به فرکانس انتخاب شده و محیط استفاده بستگی دارد. 4. کمبود استانداردهای جهانی درباره این فناوری باعث به وجود آمدن انواع نرم افزارها و ریدرها شده است. "
" مهم‌ترین وظایف مدیر فروش کدامند؟ " , "􈠠مهم‌ترین وظایف مدیر فروش در قالب موارد زیر است: وظایف اختصاصی: 1- نظارت و کنترل بر روند اجرایی صحیح روال‌های فروش مانند رسیدگی به لیدز و ارایه دمو و تمدید پشتیبانی، امور قراردادها، امور نمایندگی‌ها و مراقبت از خریداران 2- تهیه و پردازش داده‌های آماری از شاخص‌های کیفی و کمی فعالیت کارشناسان فروش به منظور ارزیابی عملکرد و شناسایی نقاط ضعف و قوت در برنامه‌ریزی‌های فروش و اقدام برای تشویق و تنبیه 3- سازماندهی سازمان فروش و تبیین و ابلاغ شرح وظایف پرسنل فروش، برآورد نیروهای مورد نیاز، مصاحبه با نیروهای مستعد و ارزیابی نیروهای جدید در دوره آزمایشی و آموزشی 4- ایجاد هماهنگی و تعامل سازنده بین واحد فروش و دیگر واحدهای سازمان پیوست 5- توزیع و واسپاری کار به کارشناسان فروش و نظارت بر حسن اجرای آیین‌نامه‌های انضباطی 6- رهبری و هدایت تیم فروش با ایجاد انگیزش‌های بالای کاری، همراه با افزایش راندمان کاری در سطح مورد انتظار سازمان 7- حضور در جلسات با خریداران، برحسب ضرورت و یا به درخواست دیگر مدیریت‌ها و در راستای کسب رضایت خریدار 8- برنامه‌ریزی و نظارت بر اجرای دوره‌های منظم آموزشی به منظور ارتقاء سطح دانش و مهارت‌های فنی و ارتباطی کارشناسان فروش 9- برنامه‌ریزی سیستماتیک و منظم جهت شناسایی و به روزرسانی اطلاعات و رفتار تجاری رقبا و نیز ردیابی فعالیت‌های ایشان 10- مسئولیت مذاکره و نهایی‌سازی قراردادهای غیرتیپ با در نظر گرفتن چارچوب‌های مدیریتی و دریافت نقطه نظرات بخش‌های مرتبط با پروژه 11- مسئولیت در تهیه جدول پیشنهادی قیمت همراه با مستندات توجیهی برای محصولات و خدمات پیوست در گروه‌های مختلف با تعیین محدوده تخفیفات 12- نظارت و تصمیم درخصوص تعیین قیمت نهایی در فروش با لحاظ محدوده اختیارات جهت اعلام به خریداران 13- تصمیم گیری برای درخواست مرخصی‌های کارکنان 14. برنامه ریزی و نظارت در حضور مناسب و موثر در نمایشگاه‌ها و سمینارها و نشست‌های تخصصی وظایف عمومی: 1- تلاش در جهت حفظ شادابی و طراوت در محیط کار و ارتقاء همکاری تیمی 2- حضور در جلسات مدیریتی 3- حضور در دوره‌های آموزشی داخلی 4- ثبت گزارش کار روزانه و نیز ثبت دقیق پیگیری‌ها و تماس‌های انجام‌شده 5- جمع آوری اطلاعات فروش و شیوه عملکرد رقباء و درج در پایگاه دانش "
" مهم‌ترین وظایف کارشناس ارایه دهنده سیستم یا دمو کدامند؟ " , "􈠠مهم‌ترین وظایف کارشناس ارایه دهنده سیستم یا کارشناس دمو به شرح زیر است: وظایف اختصاصی: 1- برگزاری جلسه ارائه حرفه‌ای از قابلیت‌ها و توانایی‌های محصولات پیوست و انجام مذاکرات فروش در محل سازمان خریدار یا در دفتر پیوست 2- پیگیری از روند مذاکرات و تعامل با خریداران بالقوه و انجام مذاکرات تکمیلی بصورت تلفنی/ایمیل و حضوری تا حد نهایی‌سازی قرارداد فروش 3- رسیدگی و پیگیری رویدادهای مرتبط با به لیدزهای مهم و پاسخ‌دهی به تماس‌های مهم خریداران بالقوه/به روز کردن وضعیت لیدزهای مرتبط 4- پاسخ‌دهی به پرسش‌های تخصصی فنی خریداران بالقوه 5- تهیه و ارائه گزارش‌های آماری از فعالیت‌های انجام شده 6- بررسی بازارهای فروش و شیوه عملکرد رقبا و جمع آوری و ثبت اطلاعات (پایگاه دانش) به منظور تدوین استراتژی فروش پیشنهادی 7- مشارکت و معاونت در برگزاری و حضور در نمایشگاه‌ها و سمینارهای عمومی و تخصصی 8- همکاری در تدوین و تکمیل مستندات فنی و سازمانی واحد فروش 9- انجام سایر امور محوله از جانب مدیریت در حوزه فروش 10- ثبت اطلاعات فنی محصولات حوزه تخصصی در پایگاه دانش 11- مساعدت و همکاری با کارشناسان پشتیبانی در جهت افزایش اطلاعات مرتبط با کار و بار خریداران و نیز فرآیند بازارسازی 12- برگزارش کلاس‌های آموزشی ویژه مهارت‌های فروش/آشنایی فنی با محصولات برای پرسنل 13- مطالعه آیتم‌های مرتبط با واحد فروش در پایگاه دانش و التزام به اجرای آن‌ها وظایف عمومی: 1- تلاش در جهت حفظ شادابی و طراوت در محیط کار و ارتقاء همکاری تیمی 2- حضور در جلسات مدیریتی 3- حضور در دوره‌های آموزشی داخلی 4- ثبت گزارش کار روزانه و نیز ثبت دقیق پیگیری‌ها و تماس‌های انجام شده "
" شرح وظایف کارشناس پیگیر فرایند فروش کدامند؟  " , "􈨴رح وظایف کارشناس پیگیر فرایند فروش به شرح زیر است: وظایف اختصاصی: 1- پاسخ دهی به تماس‌های دریافتی خریداران بالقوه به همراه ثبت مشخصات و نیز پیگیری برای لیدزهای از پیش ثبت شده به منظور فراهم سازی زمینه تعامل و توافق در راستای فروش محصول به خریدار 2- آماده سازی و ارسال مستندات تبلیغی، پیشنهاد قیمت، پیش فاکتور، ... برای خریداران بالقوه و انجام پیگیری‌های لازم برای تشکیل جلسه مذاکره حضوری و دمو سیستم تا سرحد تحقق فروش محصول 3- انجام هماهنگی‌های لازم برای تشکیل جلسه دموی حضوری/ریموت در محل سازمان خریدار / در دفتر پیوست با کارشناس ارائه‌دهنده، برای ارایه سیستم همراه با تحویل فرم تکمیل شده جلسه دمو (وفق دستورالعمل) 4- انجام پیگیری‌های بعد از برگزاری هر جلسه دموی به منظور کسب دیدگاه خریدار و برداشتن گام‌های بعدی در فرایند تحقق فروش 5- مشارکت در مذاکرات فروش ضمن هماهنگی با مدیر و کارشناس دمودهنده و با در نظر گرفتن دایره اختیارات برای کارشناس پیگیر فروش 6- تهیه و ارائه گزارش‌های آماری از فعالیت های خود در طول دوره زمانی مشخص 8- مشارکت و همکاری در برگزاری نمایشگاه‌ها و سمینارهای عمومی و تخصصی 9- همکاری در تدوین و تکمیل مستندات فنی و سازمانی واحد فروش 10- انجام سایر امور محوله از جانب مدیریت در حوزه فروش 11- مطالعه آیتم‌های مرتبط با واحد فروش در پایگاه دانش و التزام به اجرای آن‌ها وظایف عمومی: 1- تلاش در جهت حفظ شادابی و طراوت در محیط کار و ارتقاء همکاری تیمی 2- حضور در جلسات مدیریتی 3- حضور در دوره‌های آموزشی داخلی جهت آشنایی فنی با محصولات و ارتقاء مهارت‌های فروش 4- ثبت گزارش کار روزانه و نیز ثبت دقیق پیگیری‌ها و تماس‌های انجام شده 5- جمع‌آوری اطلاعات فروش و شیوه عملکرد رقباء و درج در پایگاه دانش "
" مهمترین وظایف کارشناس پیگیر فرایند تمدید پشتیبانی کدامند؟ " , "􈢠مهمترین وظایف کارشناس پیگیر فرایند تمدید پشتیبانی به شرح زیر است: وظایف اختصاصی: 1- پایش مستمر قراردادهای پشتیبانی و استخراج لیست مجموعه خریداران در شرف انقضای قرارداد با لحاظ حداقل یکماه پیش از فرا رسیدن پایان قرارداد 2- بررسی حجم خدمات ارایه شده در لیست یادشده، بر اساس روال مدون با هدف برآورد میزان خدمات دریافتی و محاسبه مبلغ قرارداد و به تبع آن تنظیم پیش نویس قرارداد پشتیبانی بر اساس قراردادهای تیپ 3- آماده سازی و ارسال پیش نویس قرارداد، قرارداد نهایی، پیش فاکتور، مستدات راهنمایی و تبلیغی برای خریداران و انجام پیگیری‌های لازم تا سرحد امضاء شدن قرارداد پشتیبانی و انجام پیش پرداخت‌ها 4- هماهنگی و مذاکره برای فروش خدمات موردی همراه با ارسال فاکتور هزینه و ارجاع کار به پشتیبانی پس از اطمینان از دریافت هزینه توسط مالی 5- پیگیری برای رفع موانع اجرایی در حصول توافق با خریدار، از واحدهای سازمانی مانند فنی، پشتیبانی و مدیریت 6- پاسخ‌دهی به تماس‌های دریافتی خریداران به همراه ثبت مشخصات و نیز پیگیری‌های مرتبط با خریدار 7- مشارکت در مذاکرات فروش ضمن هماهنگی با مدیر و کارشناس دمودهنده و با در نظر گرفتن دایره اختیارات برای کارشناس پیگیر فروش 8- تهیه و ارائه گزارش‌های آماری از فعالیت‌های خود در طول دوره زمانی مشخص 9- جمع آوری اطلاعات فروش و شیوه عملکرد رقباء و درج در پایگاه دانش 10- مشارکت و همکاری در برگزاری نمایشگاه‌ها و سمینارهای عمومی و تخصصی 11- همکاری در تدوین و تکمیل مستندات فنی و سازمانی واحد فروش 12- انجام سایر امور محوله از جانب مدیریت در حوزه فروش 13- مطالعه آیتم‌های مرتبط با واحد فروش در پایگاه دانش و التزام به اجرای آن‌ها وظایف عمومی: 1- تلاش در جهت حفظ شادابی و طراوت در محیط کار و ارتقاء همکاری تیمی 2- حضور در جلسات مدیریتی 3- حضور در دوره‌های اموزشی داخلی جهت آشنایی فنی با محصولات و ارتقاء مهارت‌های فروش 4- ثبت گزارش کار روزانه و نیز ثبت دقیق پیگیری‌ها و تماس‌های انجام شده "
